"State","Region","Division","pop","DATE","Infected","Death"
"NewYork","Northeast","Middle Atlantic",19542209,2020-02-19,0,0
"NewYork","Northeast","Middle Atlantic",19542209,2020-02-18,0,0
"NewYork","Northeast","Middle Atlantic",19542209,2020-02-17,0,0
"NewYork","Northeast","Middle Atlantic",19542209,2020-02-16,0,0
"NewYork","Northeast","Middle Atlantic",19542209,2020-02-15,0,0
"NewYork","Northeast","Middle Atlantic",19542209,2020-02-14,0,0
"NewYork","Northeast","Middle Atlantic",19542209,2020-02-13,0,0
"NewYork","Northeast","Middle Atlantic",19542209,2020-02-12,0,0
"NewYork","Northeast","Middle Atlantic",19542209,2020-02-11,0,0
"NewYork","Northeast","Middle Atlantic",19542209,2020-02-10,0,0
"NewYork","Northeast","Middle Atlantic",19542209,2020-02-09,0,0
"NewYork","Northeast","Middle Atlantic",19542209,2020-02-08,0,0
"NewYork","Northeast","Middle Atlantic",19542209,2020-02-07,0,0
"NewYork","Northeast","Middle Atlantic",19542209,2020-02-06,0,0
"NewYork","Northeast","Middle Atlantic",19542209,2020-02-05,0,0
"NewYork","Northeast","Middle Atlantic",19542209,2020-02-04,0,0
"NewYork","Northeast","Middle Atlantic",19542209,2020-02-03,0,0
"NewYork","Northeast","Middle Atlantic",19542209,2020-02-02,0,0
"NewYork","Northeast","Middle Atlantic",19542209,2020-02-01,0,0
"NewYork","Northeast","Middle Atlantic",19542209,2020-01-31,0,0
"NewYork","Northeast","Middle Atlantic",19542209,2020-01-30,0,0
"NewYork","Northeast","Middle Atlantic",19542209,2020-01-29,0,0
"NewYork","Northeast","Middle Atlantic",19542209,2020-01-28,0,0
"NewYork","Northeast","Middle Atlantic",19542209,2020-01-27,0,0
"NewYork","Northeast","Middle Atlantic",19542209,2020-01-26,0,0
"NewYork","Northeast","Middle Atlantic",19542209,2020-01-25,0,0
"NewYork","Northeast","Middle Atlantic",19542209,2020-01-24,0,0
"NewYork","Northeast","Middle Atlantic",19542209,2020-01-23,0,0
"NewYork","Northeast","Middle Atlantic",19542209,2020-01-22,0,0
"NorthCarolina","South","South Atlantic",10383620,2020-12-31,541070,6811
"NorthCarolina","South","South Atlantic",10383620,2020-12-30,535120,6776
"NorthCarolina","South","South Atlantic",10383620,2020-12-29,526439,6630
"NorthCarolina","South","South Atlantic",10383620,2020-12-28,521990,6601
"NorthCarolina","South","South Atlantic",10383620,2020-12-27,517449,6592
"NorthCarolina","South","South Atlantic",10383620,2020-12-26,514721,6573
"NorthCarolina","South","South Atlantic",10383620,2020-12-25,498005,6419
"NorthCarolina","South","South Atlantic",10383620,2020-12-24,498005,6419
"NorthCarolina","South","South Atlantic",10383620,2020-12-23,497869,6417
"NorthCarolina","South","South Atlantic",10383620,2020-12-22,491242,6340
"NorthCarolina","South","South Atlantic",10383620,2020-12-21,484511,6284
"NorthCarolina","South","South Atlantic",10383620,2020-12-20,479875,6258
"NorthCarolina","South","South Atlantic",10383620,2020-12-19,473691,6220
"NorthCarolina","South","South Atlantic",10383620,2020-12-18,468167,6164
"NorthCarolina","South","South Atlantic",10383620,2020-12-17,458739,6113
"NorthCarolina","South","South Atlantic",10383620,2020-12-16,453628,6025
"NorthCarolina","South","South Atlantic",10383620,2020-12-15,447303,5925
"NorthCarolina","South","South Atlantic",10383620,2020-12-14,441717,5895
"NorthCarolina","South","South Atlantic",10383620,2020-12-13,436655,5851
"NorthCarolina","South","South Atlantic",10383620,2020-12-12,430325,5826
"NorthCarolina","South","South Atlantic",10383620,2020-12-11,424990,5787
"NorthCarolina","South","South Atlantic",10383620,2020-12-10,417951,5748
"NorthCarolina","South","South Atlantic",10383620,2020-12-09,412140,5698
"NorthCarolina","South","South Atlantic",10383620,2020-12-08,404520,5638
"NorthCarolina","South","South Atlantic",10383620,2020-12-07,399793,5594
"NorthCarolina","South","South Atlantic",10383620,2020-12-06,395014,5575
"NorthCarolina","South","South Atlantic",10383620,2020-12-05,388760,5545
"NorthCarolina","South","South Atlantic",10383620,2020-12-04,384165,5504
"NorthCarolina","South","South Atlantic",10383620,2020-12-03,378370,5453
"NorthCarolina","South","South Atlantic",10383620,2020-12-02,372525,5405
"NorthCarolina","South","South Atlantic",10383620,2020-12-01,368612,5321
"NorthCarolina","South","South Atlantic",10383620,2020-11-30,364964,5295
"NorthCarolina","South","South Atlantic",10383620,2020-11-29,362122,5278
"NorthCarolina","South","South Atlantic",10383620,2020-11-28,358653,5248
"NorthCarolina","South","South Atlantic",10383620,2020-11-27,355664,5239
"NorthCarolina","South","South Atlantic",10383620,2020-11-26,348148,5176
"NorthCarolina","South","South Atlantic",10383620,2020-11-25,348102,5176
"NorthCarolina","South","South Atlantic",10383620,2020-11-24,343566,5113
"NorthCarolina","South","South Atlantic",10383620,2020-11-23,339671,5076
"NorthCarolina","South","South Atlantic",10383620,2020-11-22,336981,5062
"NorthCarolina","South","South Atlantic",10383620,2020-11-21,333074,5035
"NorthCarolina","South","South Atlantic",10383620,2020-11-20,330021,5011
"NorthCarolina","South","South Atlantic",10383620,2020-11-19,325658,4968
"NorthCarolina","South","South Atlantic",10383620,2020-11-18,322258,4927
"NorthCarolina","South","South Atlantic",10383620,2020-11-17,318536,4880
"NorthCarolina","South","South Atlantic",10383620,2020-11-16,315313,4841
"NorthCarolina","South","South Atlantic",10383620,2020-11-15,312405,4828
"NorthCarolina","South","South Atlantic",10383620,2020-11-14,309703,4782
"NorthCarolina","South","South Atlantic",10383620,2020-11-13,306497,4748
"NorthCarolina","South","South Atlantic",10383620,2020-11-12,303931,4728
"NorthCarolina","South","South Atlantic",10383620,2020-11-11,300724,4721
"NorthCarolina","South","South Atlantic",10383620,2020-11-10,298086,4682
"NorthCarolina","South","South Atlantic",10383620,2020-11-09,295103,4634
"NorthCarolina","South","South Atlantic",10383620,2020-11-08,293430,4626
"NorthCarolina","South","South Atlantic",10383620,2020-11-07,291558,4625
"NorthCarolina","South","South Atlantic",10383620,2020-11-06,289122,4605
"NorthCarolina","South","South Atlantic",10383620,2020-11-05,286207,4571
"NorthCarolina","South","South Atlantic",10383620,2020-11-04,283280,4534
"NorthCarolina","South","South Atlantic",10383620,2020-11-03,280617,4480
"NorthCarolina","South","South Atlantic",10383620,2020-11-02,278475,4413
"NorthCarolina","South","South Atlantic",10383620,2020-11-01,276705,4405
"NorthCarolina","South","South Atlantic",10383620,2020-10-31,274804,4400
"NorthCarolina","South","South Atlantic",10383620,2020-10-30,272230,4354
"NorthCarolina","South","South Atlantic",10383620,2020-10-29,269418,4306
"NorthCarolina","South","South Atlantic",10383620,2020-10-28,266565,4274
"NorthCarolina","South","South Atlantic",10383620,2020-10-27,264299,4234
"NorthCarolina","South","South Atlantic",10383620,2020-10-26,262153,4199
"NorthCarolina","South","South Atlantic",10383620,2020-10-25,260127,4182
"NorthCarolina","South","South Atlantic",10383620,2020-10-24,258436,4169
"NorthCarolina","South","South Atlantic",10383620,2020-10-23,255533,4139
"NorthCarolina","South","South Atlantic",10383620,2020-10-22,253417,4109
"NorthCarolina","South","South Atlantic",10383620,2020-10-21,251006,4063
"NorthCarolina","South","South Atlantic",10383620,2020-10-20,249158,4018
"NorthCarolina","South","South Atlantic",10383620,2020-10-19,247547,3969
"NorthCarolina","South","South Atlantic",10383620,2020-10-18,246102,3961
"NorthCarolina","South","South Atlantic",10383620,2020-10-17,244010,3949
"NorthCarolina","South","South Atlantic",10383620,2020-10-16,242032,3934
"NorthCarolina","South","South Atlantic",10383620,2020-10-15,239338,3899
"NorthCarolina","South","South Atlantic",10383620,2020-10-14,236812,3878
"NorthCarolina","South","South Atlantic",10383620,2020-10-13,234841,3845
"NorthCarolina","South","South Atlantic",10383620,2020-10-12,233049,3798
"NorthCarolina","South","South Atlantic",10383620,2020-10-11,231560,3791
"NorthCarolina","South","South Atlantic",10383620,2020-10-10,229958,3786
"NorthCarolina","South","South Atlantic",10383620,2020-10-09,227756,3768
"NorthCarolina","South","South Atlantic",10383620,2020-10-08,225737,3743
"NorthCarolina","South","South Atlantic",10383620,2020-10-07,223349,3716
"NorthCarolina","South","South Atlantic",10383620,2020-10-06,221437,3691
"NorthCarolina","South","South Atlantic",10383620,2020-10-05,220036,3656
"NorthCarolina","South","South Atlantic",10383620,2020-10-04,217639,3653
"NorthCarolina","South","South Atlantic",10383620,2020-10-03,217047,3647
"NorthCarolina","South","South Atlantic",10383620,2020-10-02,215034,3628
"NorthCarolina","South","South Atlantic",10383620,2020-10-01,213215,3601
"NorthCarolina","South","South Atlantic",10383620,2020-09-30,211001,3565
"NorthCarolina","South","South Atlantic",10383620,2020-09-29,209377,3511
"NorthCarolina","South","South Atlantic",10383620,2020-09-28,208480,3467
"NorthCarolina","South","South Atlantic",10383620,2020-09-27,207397,3458
"NorthCarolina","South","South Atlantic",10383620,2020-09-26,206239,3456
"NorthCarolina","South","South Atlantic",10383620,2020-09-25,204655,3426
"NorthCarolina","South","South Atlantic",10383620,2020-09-24,199236,3369
"NorthCarolina","South","South Atlantic",10383620,2020-09-23,197425,3336
"NorthCarolina","South","South Atlantic",10383620,2020-09-22,196253,3311
"NorthCarolina","South","South Atlantic",10383620,2020-09-21,195089,3274
"NorthCarolina","South","South Atlantic",10383620,2020-09-20,193977,3261
"NorthCarolina","South","South Atlantic",10383620,2020-09-19,192749,3250
"NorthCarolina","South","South Atlantic",10383620,2020-09-18,191672,3228
"NorthCarolina","South","South Atlantic",10383620,2020-09-17,190303,3202
"NorthCarolina","South","South Atlantic",10383620,2020-09-16,188793,3170
"NorthCarolina","South","South Atlantic",10383620,2020-09-15,187481,3130
"NorthCarolina","South","South Atlantic",10383620,2020-09-14,186434,3093
"NorthCarolina","South","South Atlantic",10383620,2020-09-13,185318,3079
"NorthCarolina","South","South Atlantic",10383620,2020-09-12,184303,3072
"NorthCarolina","South","South Atlantic",10383620,2020-09-11,182931,3049
"NorthCarolina","South","South Atlantic",10383620,2020-09-10,181332,3016
"NorthCarolina","South","South Atlantic",10383620,2020-09-09,180055,2989
"NorthCarolina","South","South Atlantic",10383620,2020-09-08,179138,2942
"NorthCarolina","South","South Atlantic",10383620,2020-09-07,178195,2919
"NorthCarolina","South","South Atlantic",10383620,2020-09-06,177133,2919
"NorthCarolina","South","South Atlantic",10383620,2020-09-05,176121,2912
"NorthCarolina","South","South Atlantic",10383620,2020-09-04,174843,2868
"NorthCarolina","South","South Atlantic",10383620,2020-09-03,172791,2829
"NorthCarolina","South","South Atlantic",10383620,2020-09-02,171138,2806
"NorthCarolina","South","South Atlantic",10383620,2020-09-01,169962,2769
"NorthCarolina","South","South Atlantic",10383620,2020-08-31,167982,2733
"NorthCarolina","South","South Atlantic",10383620,2020-08-30,166507,2721
"NorthCarolina","South","South Atlantic",10383620,2020-08-29,165532,2708
"NorthCarolina","South","South Atlantic",10383620,2020-08-28,163154,2676
"NorthCarolina","South","South Atlantic",10383620,2020-08-27,161714,2652
"NorthCarolina","South","South Atlantic",10383620,2020-08-26,159707,2632
"NorthCarolina","South","South Atlantic",10383620,2020-08-25,158181,2604
"NorthCarolina","South","South Atlantic",10383620,2020-08-24,156913,2566
"NorthCarolina","South","South Atlantic",10383620,2020-08-23,155387,2559
"NorthCarolina","South","South Atlantic",10383620,2020-08-22,153964,2545
"NorthCarolina","South","South Atlantic",10383620,2020-08-21,152342,2522
"NorthCarolina","South","South Atlantic",10383620,2020-08-20,150422,2496
"NorthCarolina","South","South Atlantic",10383620,2020-08-19,148487,2464
"NorthCarolina","South","South Atlantic",10383620,2020-08-18,147138,2425
"NorthCarolina","South","South Atlantic",10383620,2020-08-17,145940,2384
"NorthCarolina","South","South Atlantic",10383620,2020-08-16,145108,2372
"NorthCarolina","South","South Atlantic",10383620,2020-08-15,143956,2370
"NorthCarolina","South","South Atlantic",10383620,2020-08-14,142542,2344
"NorthCarolina","South","South Atlantic",10383620,2020-08-13,140999,2313
"NorthCarolina","South","South Atlantic",10383620,2020-08-12,139410,2277
"NorthCarolina","South","South Atlantic",10383620,2020-08-11,137986,2238
"NorthCarolina","South","South Atlantic",10383620,2020-08-10,136933,2198
"NorthCarolina","South","South Atlantic",10383620,2020-08-09,136181,2195
"NorthCarolina","South","South Atlantic",10383620,2020-08-08,134870,2184
"NorthCarolina","South","South Atlantic",10383620,2020-08-07,133031,2159
"NorthCarolina","South","South Atlantic",10383620,2020-08-06,131473,2121
"NorthCarolina","South","South Atlantic",10383620,2020-08-05,129451,2078
"NorthCarolina","South","South Atlantic",10383620,2020-08-04,128234,2036
"NorthCarolina","South","South Atlantic",10383620,2020-08-03,126747,2011
"NorthCarolina","South","South Atlantic",10383620,2020-08-02,125281,1994
"NorthCarolina","South","South Atlantic",10383620,2020-08-01,124014,1987
"NorthCarolina","South","South Atlantic",10383620,2020-07-31,122369,1945
"NorthCarolina","South","South Atlantic",10383620,2020-07-30,120391,1928
"NorthCarolina","South","South Atlantic",10383620,2020-07-29,118027,1886
"NorthCarolina","South","South Atlantic",10383620,2020-07-28,116299,1844
"NorthCarolina","South","South Atlantic",10383620,2020-07-27,114611,1813
"NorthCarolina","South","South Atlantic",10383620,2020-07-26,112802,1805
"NorthCarolina","South","South Atlantic",10383620,2020-07-25,111282,1799
"NorthCarolina","South","South Atlantic",10383620,2020-07-24,109204,1768
"NorthCarolina","South","South Atlantic",10383620,2020-07-23,107046,1753
"NorthCarolina","South","South Atlantic",10383620,2020-07-22,105128,1728
"NorthCarolina","South","South Atlantic",10383620,2020-07-21,103045,1702
"NorthCarolina","South","South Atlantic",10383620,2020-07-20,101170,1676
"NorthCarolina","South","South Atlantic",10383620,2020-07-19,99836,1661
"NorthCarolina","South","South Atlantic",10383620,2020-07-18,98066,1653
"NorthCarolina","South","South Atlantic",10383620,2020-07-17,95632,1638
"NorthCarolina","South","South Atlantic",10383620,2020-07-16,93656,1617
"NorthCarolina","South","South Atlantic",10383620,2020-07-15,91572,1598
"NorthCarolina","South","South Atlantic",10383620,2020-07-14,89766,1582
"NorthCarolina","South","South Atlantic",10383620,2020-07-13,87641,1547
"NorthCarolina","South","South Atlantic",10383620,2020-07-12,85822,1532
"NorthCarolina","South","South Atlantic",10383620,2020-07-11,83981,1516
"NorthCarolina","South","South Atlantic",10383620,2020-07-10,81734,1502
"NorthCarolina","South","South Atlantic",10383620,2020-07-09,79562,1487
"NorthCarolina","South","South Atlantic",10383620,2020-07-08,77658,1470
"NorthCarolina","South","South Atlantic",10383620,2020-07-07,76184,1446
"NorthCarolina","South","South Atlantic",10383620,2020-07-06,74921,1424
"NorthCarolina","South","South Atlantic",10383620,2020-07-05,73092,1414
"NorthCarolina","South","South Atlantic",10383620,2020-07-04,71734,1414
"NorthCarolina","South","South Atlantic",10383620,2020-07-03,70426,1411
"NorthCarolina","South","South Atlantic",10383620,2020-07-02,68508,1401
"NorthCarolina","South","South Atlantic",10383620,2020-07-01,66813,1389
"NorthCarolina","South","South Atlantic",10383620,2020-06-30,65062,1362
"NorthCarolina","South","South Atlantic",10383620,2020-06-29,63685,1341
"NorthCarolina","South","South Atlantic",10383620,2020-06-28,62176,1335
"NorthCarolina","South","South Atlantic",10383620,2020-06-27,60709,1331
"NorthCarolina","South","South Atlantic",10383620,2020-06-26,59254,1316
"NorthCarolina","South","South Atlantic",10383620,2020-06-25,57538,1303
"NorthCarolina","South","South Atlantic",10383620,2020-06-24,56260,1293
"NorthCarolina","South","South Atlantic",10383620,2020-06-23,54825,1275
"NorthCarolina","South","South Atlantic",10383620,2020-06-22,53832,1249
"NorthCarolina","South","South Atlantic",10383620,2020-06-21,52844,1244
"NorthCarolina","South","South Atlantic",10383620,2020-06-20,51639,1238
"NorthCarolina","South","South Atlantic",10383620,2020-06-19,50004,1222
"NorthCarolina","South","South Atlantic",10383620,2020-06-18,48423,1208
"NorthCarolina","South","South Atlantic",10383620,2020-06-17,47140,1197
"NorthCarolina","South","South Atlantic",10383620,2020-06-16,46098,1183
"NorthCarolina","South","South Atlantic",10383620,2020-06-15,45249,1155
"NorthCarolina","South","South Atlantic",10383620,2020-06-14,44191,1138
"NorthCarolina","South","South Atlantic",10383620,2020-06-13,42907,1134
"NorthCarolina","South","South Atlantic",10383620,2020-06-12,41463,1126
"NorthCarolina","South","South Atlantic",10383620,2020-06-11,39732,1111
"NorthCarolina","South","South Atlantic",10383620,2020-06-10,38302,1090
"NorthCarolina","South","South Atlantic",10383620,2020-06-09,37388,1068
"NorthCarolina","South","South Atlantic",10383620,2020-06-08,36567,1040
"NorthCarolina","South","South Atlantic",10383620,2020-06-07,35648,1022
"NorthCarolina","South","South Atlantic",10383620,2020-06-06,34796,1018
"NorthCarolina","South","South Atlantic",10383620,2020-06-05,33409,999
"NorthCarolina","South","South Atlantic",10383620,2020-06-04,32270,991
"NorthCarolina","South","South Atlantic",10383620,2020-06-03,31006,970
"NorthCarolina","South","South Atlantic",10383620,2020-06-02,30039,949
"NorthCarolina","South","South Atlantic",10383620,2020-06-01,29357,922
"NorthCarolina","South","South Atlantic",10383620,2020-05-31,28684,910
"NorthCarolina","South","South Atlantic",10383620,2020-05-30,27761,902
"NorthCarolina","South","South Atlantic",10383620,2020-05-29,26735,888
"NorthCarolina","South","South Atlantic",10383620,2020-05-28,25614,858
"NorthCarolina","South","South Atlantic",10383620,2020-05-27,24785,826
"NorthCarolina","South","South Atlantic",10383620,2020-05-26,24184,789
"NorthCarolina","South","South Atlantic",10383620,2020-05-25,23997,780
"NorthCarolina","South","South Atlantic",10383620,2020-05-24,23230,763
"NorthCarolina","South","South Atlantic",10383620,2020-05-23,22727,755
"NorthCarolina","South","South Atlantic",10383620,2020-05-22,21657,746
"NorthCarolina","South","South Atlantic",10383620,2020-05-21,20929,734
"NorthCarolina","South","South Atlantic",10383620,2020-05-20,20220,721
"NorthCarolina","South","South Atlantic",10383620,2020-05-19,19758,711
"NorthCarolina","South","South Atlantic",10383620,2020-05-18,19115,684
"NorthCarolina","South","South Atlantic",10383620,2020-05-17,18534,679
"NorthCarolina","South","South Atlantic",10383620,2020-05-16,18005,671
"NorthCarolina","South","South Atlantic",10383620,2020-05-15,17189,660
"NorthCarolina","South","South Atlantic",10383620,2020-05-14,16590,632
"NorthCarolina","South","South Atlantic",10383620,2020-05-13,15847,615
"NorthCarolina","South","South Atlantic",10383620,2020-05-12,15391,597
"NorthCarolina","South","South Atlantic",10383620,2020-05-11,15054,571
"NorthCarolina","South","South Atlantic",10383620,2020-05-10,14771,561
"NorthCarolina","South","South Atlantic",10383620,2020-05-09,14380,554
"NorthCarolina","South","South Atlantic",10383620,2020-05-08,13872,537
"NorthCarolina","South","South Atlantic",10383620,2020-05-07,13421,519
"NorthCarolina","South","South Atlantic",10383620,2020-05-06,12776,495
"NorthCarolina","South","South Atlantic",10383620,2020-05-05,12276,475
"NorthCarolina","South","South Atlantic",10383620,2020-05-04,11862,454
"NorthCarolina","South","South Atlantic",10383620,2020-05-03,11666,436
"NorthCarolina","South","South Atlantic",10383620,2020-05-02,11506,428
"NorthCarolina","South","South Atlantic",10383620,2020-05-01,10917,405
"NorthCarolina","South","South Atlantic",10383620,2020-04-30,10503,385
"NorthCarolina","South","South Atlantic",10383620,2020-04-29,9943,366
"NorthCarolina","South","South Atlantic",10383620,2020-04-28,9557,353
"NorthCarolina","South","South Atlantic",10383620,2020-04-27,9031,331
"NorthCarolina","South","South Atlantic",10383620,2020-04-26,8823,309
"NorthCarolina","South","South Atlantic",10383620,2020-04-25,8543,304
"NorthCarolina","South","South Atlantic",10383620,2020-04-24,8050,270
"NorthCarolina","South","South Atlantic",10383620,2020-04-23,7602,253
"NorthCarolina","South","South Atlantic",10383620,2020-04-22,7218,241
"NorthCarolina","South","South Atlantic",10383620,2020-04-21,6948,216
"NorthCarolina","South","South Atlantic",10383620,2020-04-20,6750,187
"NorthCarolina","South","South Atlantic",10383620,2020-04-19,6481,183
"NorthCarolina","South","South Atlantic",10383620,2020-04-18,6133,175
"NorthCarolina","South","South Atlantic",10383620,2020-04-17,5850,159
"NorthCarolina","South","South Atlantic",10383620,2020-04-16,5462,140
"NorthCarolina","South","South Atlantic",10383620,2020-04-15,5118,128
"NorthCarolina","South","South Atlantic",10383620,2020-04-14,4984,116
"NorthCarolina","South","South Atlantic",10383620,2020-04-13,4776,91
"NorthCarolina","South","South Atlantic",10383620,2020-04-12,4512,86
"NorthCarolina","South","South Atlantic",10383620,2020-04-11,4301,84
"NorthCarolina","South","South Atlantic",10383620,2020-04-10,3905,76
"NorthCarolina","South","South Atlantic",10383620,2020-04-09,3648,71
"NorthCarolina","South","South Atlantic",10383620,2020-04-08,3418,59
"NorthCarolina","South","South Atlantic",10383620,2020-04-07,3214,49
"NorthCarolina","South","South Atlantic",10383620,2020-04-06,2869,41
"NorthCarolina","South","South Atlantic",10383620,2020-04-05,2585,37
"NorthCarolina","South","South Atlantic",10383620,2020-04-04,2402,30
"NorthCarolina","South","South Atlantic",10383620,2020-04-03,2093,23
"NorthCarolina","South","South Atlantic",10383620,2020-04-02,1858,17
"NorthCarolina","South","South Atlantic",10383620,2020-04-01,1591,11
"NorthCarolina","South","South Atlantic",10383620,2020-03-31,1527,10
"NorthCarolina","South","South Atlantic",10383620,2020-03-30,1302,6
"NorthCarolina","South","South Atlantic",10383620,2020-03-29,1166,6
"NorthCarolina","South","South Atlantic",10383620,2020-03-28,972,4
"NorthCarolina","South","South Atlantic",10383620,2020-03-27,784,3
"NorthCarolina","South","South Atlantic",10383620,2020-03-26,639,2
"NorthCarolina","South","South Atlantic",10383620,2020-03-25,561,1
"NorthCarolina","South","South Atlantic",10383620,2020-03-24,396,0
"NorthCarolina","South","South Atlantic",10383620,2020-03-23,302,0
"NorthCarolina","South","South Atlantic",10383620,2020-03-22,269,0
"NorthCarolina","South","South Atlantic",10383620,2020-03-21,184,0
"NorthCarolina","South","South Atlantic",10383620,2020-03-20,144,0
"NorthCarolina","South","South Atlantic",10383620,2020-03-19,104,0
"NorthCarolina","South","South Atlantic",10383620,2020-03-18,66,0
"NorthCarolina","South","South Atlantic",10383620,2020-03-17,42,0
"NorthCarolina","South","South Atlantic",10383620,2020-03-16,34,0
"NorthCarolina","South","South Atlantic",10383620,2020-03-15,32,0
"NorthCarolina","South","South Atlantic",10383620,2020-03-14,25,0
"NorthCarolina","South","South Atlantic",10383620,2020-03-13,18,0
"NorthCarolina","South","South Atlantic",10383620,2020-03-12,16,0
"NorthCarolina","South","South Atlantic",10383620,2020-03-11,8,0
"NorthCarolina","South","South Atlantic",10383620,2020-03-10,7,0
"NorthCarolina","South","South Atlantic",10383620,2020-03-09,7,0
"NorthCarolina","South","South Atlantic",10383620,2020-03-08,2,0
"NorthCarolina","South","South Atlantic",10383620,2020-03-07,2,0
"NorthCarolina","South","South Atlantic",10383620,2020-03-06,2,0
"NorthCarolina","South","South Atlantic",10383620,2020-03-05,1,0
"NorthCarolina","South","South Atlantic",10383620,2020-03-04,1,0
"NorthCarolina","South","South Atlantic",10383620,2020-03-03,1,0
"NorthCarolina","South","South Atlantic",10383620,2020-03-02,0,0
"NorthCarolina","South","South Atlantic",10383620,2020-03-01,0,0
"NorthCarolina","South","South Atlantic",10383620,2020-02-29,0,0
"NorthCarolina","South","South Atlantic",10383620,2020-02-28,0,0
"NorthCarolina","South","South Atlantic",10383620,2020-02-27,0,0
"NorthCarolina","South","South Atlantic",10383620,2020-02-26,0,0
"NorthCarolina","South","South Atlantic",10383620,2020-02-25,0,0
"NorthCarolina","South","South Atlantic",10383620,2020-02-24,0,0
"NorthCarolina","South","South Atlantic",10383620,2020-02-23,0,0
"NorthCarolina","South","South Atlantic",10383620,2020-02-22,0,0
"NorthCarolina","South","South Atlantic",10383620,2020-02-21,0,0
"NorthCarolina","South","South Atlantic",10383620,2020-02-20,0,0
"NorthCarolina","South","South Atlantic",10383620,2020-02-19,0,0
"NorthCarolina","South","South Atlantic",10383620,2020-02-18,0,0
"NorthCarolina","South","South Atlantic",10383620,2020-02-17,0,0
"NorthCarolina","South","South Atlantic",10383620,2020-02-16,0,0
"NorthCarolina","South","South Atlantic",10383620,2020-02-15,0,0
"NorthCarolina","South","South Atlantic",10383620,2020-02-14,0,0
"NorthCarolina","South","South Atlantic",10383620,2020-02-13,0,0
"NorthCarolina","South","South Atlantic",10383620,2020-02-12,0,0
"NorthCarolina","South","South Atlantic",10383620,2020-02-11,0,0
"NorthCarolina","South","South Atlantic",10383620,2020-02-10,0,0
"NorthCarolina","South","South Atlantic",10383620,2020-02-09,0,0
"NorthCarolina","South","South Atlantic",10383620,2020-02-08,0,0
"NorthCarolina","South","South Atlantic",10383620,2020-02-07,0,0
"NorthCarolina","South","South Atlantic",10383620,2020-02-06,0,0
"NorthCarolina","South","South Atlantic",10383620,2020-02-05,0,0
"NorthCarolina","South","South Atlantic",10383620,2020-02-04,0,0
"NorthCarolina","South","South Atlantic",10383620,2020-02-03,0,0
"NorthCarolina","South","South Atlantic",10383620,2020-02-02,0,0
"NorthCarolina","South","South Atlantic",10383620,2020-02-01,0,0
"NorthCarolina","South","South Atlantic",10383620,2020-01-31,0,0
"NorthCarolina","South","South Atlantic",10383620,2020-01-30,0,0
"NorthCarolina","South","South Atlantic",10383620,2020-01-29,0,0
"NorthCarolina","South","South Atlantic",10383620,2020-01-28,0,0
"NorthCarolina","South","South Atlantic",10383620,2020-01-27,0,0
"NorthCarolina","South","South Atlantic",10383620,2020-01-26,0,0
"NorthCarolina","South","South Atlantic",10383620,2020-01-25,0,0
"NorthCarolina","South","South Atlantic",10383620,2020-01-24,0,0
"NorthCarolina","South","South Atlantic",10383620,2020-01-23,0,0
"NorthCarolina","South","South Atlantic",10383620,2020-01-22,0,0
"NorthDakota","Midwest","West North Central",760077,2020-12-31,92495,1292
"NorthDakota","Midwest","West North Central",760077,2020-12-30,92198,1282
"NorthDakota","Midwest","West North Central",760077,2020-12-29,91828,1276
"NorthDakota","Midwest","West North Central",760077,2020-12-28,91533,1270
"NorthDakota","Midwest","West North Central",760077,2020-12-27,91443,1266
"NorthDakota","Midwest","West North Central",760077,2020-12-26,91333,1264
"NorthDakota","Midwest","West North Central",760077,2020-12-25,91202,1264
"NorthDakota","Midwest","West North Central",760077,2020-12-24,90928,1260
"NorthDakota","Midwest","West North Central",760077,2020-12-23,90704,1243
"NorthDakota","Midwest","West North Central",760077,2020-12-22,90439,1238
"NorthDakota","Midwest","West North Central",760077,2020-12-21,90105,1233
"NorthDakota","Midwest","West North Central",760077,2020-12-20,90021,1231
"NorthDakota","Midwest","West North Central",760077,2020-12-19,89774,1231
"NorthDakota","Midwest","West North Central",760077,2020-12-18,89545,1225
"NorthDakota","Midwest","West North Central",760077,2020-12-17,89057,1204
"NorthDakota","Midwest","West North Central",760077,2020-12-16,88684,1195
"NorthDakota","Midwest","West North Central",760077,2020-12-15,88391,1170
"NorthDakota","Midwest","West North Central",760077,2020-12-14,88066,1157
"NorthDakota","Midwest","West North Central",760077,2020-12-13,87870,1152
"NorthDakota","Midwest","West North Central",760077,2020-12-12,87590,1152
"NorthDakota","Midwest","West North Central",760077,2020-12-11,87214,1130
"NorthDakota","Midwest","West North Central",760077,2020-12-10,86707,1103
"NorthDakota","Midwest","West North Central",760077,2020-12-09,86146,1080
"NorthDakota","Midwest","West North Central",760077,2020-12-08,83342,1022
"NorthDakota","Midwest","West North Central",760077,2020-12-07,83342,1022
"NorthDakota","Midwest","West North Central",760077,2020-12-06,82981,1013
"NorthDakota","Midwest","West North Central",760077,2020-12-05,82504,1007
"NorthDakota","Midwest","West North Central",760077,2020-12-04,81949,989
"NorthDakota","Midwest","West North Central",760077,2020-12-03,81104,977
"NorthDakota","Midwest","West North Central",760077,2020-12-02,80135,966
"NorthDakota","Midwest","West North Central",760077,2020-12-01,79654,954
"NorthDakota","Midwest","West North Central",760077,2020-11-30,79249,927
